msd_cattex_conv	TL	DMF
APD	malhaitié	malhaitié
NOMcom	malice	malice
VER	maliciier	malicier
APD	malicïos	malicieux
ADV	malicïos (malicïosement)	malicieusement
NOMcom	malicïoseté	malicieuseté
APD	malier	malier
APD	maligne	malin
NOMcom	maligneté	malignité
VER	malignier	maligner
NOMcom	malignier (malignant)	malignant
APD	malignos	maligneux
APD	malingos	malingeux
NOMcom	malingos	malingeux
APD	malingre	malingre
NOMcom	malingre	malingre
NOMcom	malivolence	malivolence
APD	malostru	malotru
NOMcom	malostru	malotru
NOMcom	malot	malot
NOMcom	mamele	mamelle
NOMcom	mamelete	mamelette
NOMcom	mameliere	mamelière
NOMcom	mameloc	mameluk
NOMcom	mameron	mameron
NOMcom	mamoné	mamonne
APD	manable	manable
NOMcom	manaie	manaie
VER	manaiier	manayer
NOMcom	manance	manance
NOMcom	mananderie	mananderie
NOMcom	manandie	manandie
NOMcom	manandise	manandise
NOMcom	manant	manant
APD	manc	manc
VER	mancevir	mancevir
NOMcom	manche	manche
NOMcom	mancheron	mancheron
APD	manchet	manchet
NOMcom	manchete	manchette
VER	manchier	manchier
NOMcom	manchon	manchon
NOMcom	mancipe	mancipe
NOMcom	mande	mande
NOMcom	mandé	mandé
NOMcom	mandegloire	mandragore
NOMcom	mandement	mandement
NOMcom	mandëor	mandeur
NOMcom	mandequin	mandequin
VER	mander	mander
NOMcom	mandibule	mandibule
NOMcom	manee	manée
APD	manel	manel
NOMcom	manement	mainement
NOMcom	manëor	maneur
NOMcom	manete	mainnette
NOMcom	mangement	mangement
NOMcom	mangëoire	mangeoire
NOMcom	mangëor	migneur
NOMcom	mangerie	mangerie
NOMcom	mangerresse	mangeresse
NOMcom	mangëure	mangeure
VER	mangier	manger
NOMcom	mangon	mangon
NOMcom	mangonel	mangonneau
VER	mangoner	mangonner
APD	manïable	maniable
NOMcom	manicle	manicle
NOMcom	manïement	maniement
APD	manier	manier
NOMcom	maniere	manière
APD	manifest	manifeste
ADV	manifest (manifestement)	manifestement
NOMcom	manifestacïon	manifestation
VER	manifester	manifester
VER	maniier	manier
NOMcom	manipulaire	manipulaire
APD	manjable	mangeable
NOMcom	manjage	mangeage
NOMcom	manjaille	mangeaille
NOMcom	manjoison	mangeoison
NOMcom	manjüe	mangeue
NOMcom	manjüepain	mange-pain
NOMcom	manne	manne
NOMcom	manoir	manoir
VER	manoir	manoir
ADV	manois	manois
NOMcom	manoque	manoque
VER	manovrer	manoeuvrer
NOMcom	manovrier	manoeuvrier
APD	mansart	mansart
NOMcom	mansart	mansart
NOMcom	mansillon	mansillon
NOMcom	mansïon	mansion
NOMcom	mansïonaire	mansionnaire
NOMcom	mansïonier	mansionnier
APD	mansois	mansois
NOMcom	mansois	mansois
APD	mansüet	mansuet
NOMcom	mansüetude	mansuétude
NOMcom	mant	mand
NOMcom	mantel	manteau
VER	manteler	manteler
NOMcom	mantelet	mantelet
NOMcom	manubre	manubrion
APD	manüel	manuel
NOMcom	manüel	manuel
NOMcom	manüele	manoelle
NOMcom	manuevre	manoeuvre
NOMcom	mape	mappe
NOMcom	mapemonde	mappemonde
NOMcom	maque	maque
NOMcom	maquerel	maquereau
NOMcom	maquerelage	maquerellage
NOMcom	maquerele	maquerelle
ADV	mar	mar
APD	mar	mar
APD	marage	marrage
NOMcom	marage	marage
NOMcom	maral	maral
NOMcom	marastre	marâtre
NOMcom	marbre	marbre
APD	marbré	marbré
NOMcom	marbré	marbré
NOMcom	marbrier	marbrier
APD	marbrin	marbrin
APD	marbru	marbru
NOMcom	marc	marc
NOMcom	marçaine	marsaine
APD	marcesche	marsèche
NOMcom	marcesche	marsèche
NOMcom	marchais	marchais
NOMcom	marche	marche
NOMcom	marchëande	marchande
VER	marchëander	marchander
NOMcom	marchëandie	marchandie
NOMcom	marchëandise	marchandise
APD	marchëant	marchand
NOMcom	marchëant	marchand
NOMcom	marchëiz	marchis
NOMcom	marchepié	marchepied
NOMcom	marchié	marché
VER	marchier	marcher
VER	marchir	marchir
NOMcom	marchis	marchis
NOMcom	marchise	marquise
VER	marcir	marcir
NOMcom	mare	mare
NOMcom	maree	marée
VER	marëer	marer
NOMcom	marende	marande
VER	marender	marander
APD	mareschajos	marécageux
NOMcom	mareschal	maréchal
NOMcom	mareschauciee	maréchaussée
VER	mareschaucier	maréchausser
APD	maresche	marèche
NOMcom	maresche	marèche
NOMcom	mareschel	maraichel
VER	mareschier	maraîcher
NOMcom	mareschiere	maraichière
NOMcom	mareschoi	maraichoi
APD	mareschos	marqueux
NOMcom	marge	marge
NOMcom	margele	margelle
VER	margier	marger
VER	margoillier	margouiller
NOMcom	margot	margot
NOMcom	marguerite	marguerite
NOMcom	mari	mari
APD	marïable	mariable
NOMcom	marïage	mariage
VER	marïagié	mariager
NOMpro	Marie	Marie
NOMcom	marïement	mariement
VER	marïer	marier
NOMcom	marïer (marïé)	marié
APD	marin	marin
NOMcom	marin	marin
APD	marinage	marinage
NOMcom	marinage	marinage
NOMcom	marinal	marinal
NOMcom	marine	marine
VER	mariner	mariner
APD	marinier	marinier
NOMcom	marinier	marinier
NOMcom	marïolaine	marjolaine
NOMcom	marïole	mariolle
NOMcom	marïolier	marjolier
NOMcom	marle	marne
VER	marler	marner
NOMcom	marliere	marnière
NOMcom	marmïon	marmion
NOMcom	marmite	marmite
APD	marmitos	marmiteux
VER	marmoser	marmouser
NOMcom	marmoserie	marmouserie
NOMcom	marmoset	marmouset
NOMcom	marmote	marmotte
APD	marois	marois
NOMcom	marois	marois
NOMcom	marotine	marotine
NOMcom	marquet	marquet
APD	marrage	marrage
NOMcom	marraine	marraine
NOMcom	marrance	marrance
NOMcom	marre	marre
NOMcom	marreglerie	marreglerie
NOMcom	marreglier	marrelier
NOMcom	marrimence	marremence
NOMcom	marriment	marrement
VER	marrir	marrir
APD	marrir (marri)	marri
NOMcom	marrison	marrison
NOMcom	marrissement	marrissement
NOMcom	marroge	marrube
NOMcom	marsaule	marsault
NOMcom	marsdi	mardi
NOMcom	marsöin	marsouin
NOMcom	martel	marteau
NOMcom	martelëiz	martelis
NOMcom	martelement	martellement
NOMcom	martelëor	marteleur
VER	marteler	marteler
NOMcom	martelet	martelet
NOMcom	martin	martin
NOMpro	Martin	Martin
APD	martir	martyr
NOMcom	martir	martyr
NOMcom	martire	martyre
NOMcom	martirement	martyrement
VER	martirer	martyrer
VER	martirisier	martyriser
NOMcom	martirologe	martyrologe
NOMcom	martrai	martroi
NOMcom	martre	martre
VER	marvoiier	marvoyer
NOMcom	marz	mars
NOMcom	maschëoire	mâchoire
VER	mascherer	mâchurer
VER	maschier	mâcher
NOMcom	maschiere	maschière
VER	maschillier	mâchiller
APD	masconois	mâconnais
APD	masculin	masculin
NOMcom	masculinité	masculinité
APD	masle	mâle
NOMcom	masle	mâle
NOMcom	massardie	massardie
NOMcom	masse	masse
VER	masser	masser
NOMpro	massi	massif
APD	massiz	massis
NOMcom	mast	mât
VER	master	mâter
NOMcom	mastic	mastic
NOMcom	mastice	mastique
APD	mastin	mâtin
NOMcom	mastin	mâtine
NOMcom	mastinaille	mâtinaille
NOMcom	mastinel	mâtineau
VER	mastiner	mâtiner
NOMcom	masuiage	masuage
NOMcom	masuier	masuyer
NOMcom	masurage	masurage
NOMcom	masure	masure
NOMcom	masurete	masurette
APD	mat	mat
NOMcom	mat	mat
NOMcom	matelot	matelot
NOMcom	matematicïen	mathématicien
APD	matematique	mathématique
NOMcom	matematique	mathématique
ADV	matement	matement
VER	mater	mater
NOMcom	materas	materas
NOMcom	materel	materel
APD	materïel	matériel
ADV	materïel (materïellement)	matériellement
ADV	materïos (materïosement)	matérieusement
APD	maternal	maternel
NOMcom	materot	matherot
NOMcom	matesie	mathésie
NOMcom	matiere	matière
ADV	matin	matin
NOMcom	matin	matin
NOMcom	matinee	matinée
APD	matinel	matinal
NOMcom	matinel	matinel
NOMcom	matines	matines
NOMcom	matinet	matinet
APD	matinos	matineux
VER	matir	matir
NOMcom	maton	maton
VER	matoner	matonner
NOMcom	matremoine	matrimoine
NOMcom	matrice	matrice
NOMcom	matrone	matrone
APD	matur	mature
APD	maturatif	maturatif
APD	matutinal	matutinal
APD	maubaillir	maubailli
VER	maubaillir	maubaillir
APD	maucertain	maucertain
NOMcom	maudiçon	maudisson
VER	maudire	maudire
APD	maudit	maudit
NOMcom	maudit	maudit
VER	maufaire	malfaire
APD	maufaire (maufaisant)	malfaisant
NOMcom	maufaisëor	malfaiseur
NOMcom	maufait	malfait
NOMcom	maufaiteresse	malfaiteresse
APD	maufaitor	malfaiteur
NOMcom	maufaitor	malfaiteur
NOMcom	maufé	maufee
NOMcom	maufretin	maufretin
NOMcom	mauge	mauge
VER	maugesir	maugésir
APD	maugracïos	malgracieux
NOMcom	maugreement	maugréement
NOMcom	maugreëor	maugréeur
VER	maugrëer	maugréer
NOMcom	maugrëerie	maugréerie
NOMcom	maujugement	maujugement
VER	maumener	malmener
VER	maumetre	malmettre
VER	mauparler	malparler
APD	mauparlier	malparlier
APD	maupenser	malpeigné
VER	maupenser	malpenser
NOMcom	maupëu	maupëu
NOMcom	mauplant	mauplant
APD	maupoint	malpoint
APD	mauprendre	malprins
APD	maurenomé	malrenommé
APD	mausade	maussade
APD	mautaillié	maltaillé
NOMcom	mautalent	maltalent
APD	mautalenter	maltalenté
APD	mautalentif	maltalentif
APD	mauteindre	mauteint
APD	mauvais	mauvais
ADV	mauvaisement	mauvaisement
APD	mauvaisement	mauvaisement
NOMcom	mauvaistié	mauvaiseté
NOMcom	mauve	mauve
APD	mauvenu	malvenu
APD	mauvestu	malvêtu
NOMcom	mauvis	mauvis
APD	mauvisié	mauvisié
NOMcom	mauvoillance	malveillance
APD	mauvoillant	malveillant
NOMcom	mauvoillant	malveillant
APD	mauvoisin	malvoisin
VER	mauvoloir	malvouloir
NOMcom	maxime	maxime
APD	mecanique	mécanique
NOMcom	meche	mèche
NOMcom	mecine	mécine
VER	meciner	médiciner
NOMcom	mede	mede
NOMcom	medecin	médecin
APD	medecinable	médicinable
APD	medecinal	médicinal
NOMcom	medecine	médecine
NOMcom	medecinement	médicinement
VER	medeciner	médiciner
APD	medelant	medelant
NOMcom	medicacïon	médication
NOMcom	medicament	médicament
NOMcom	meditacïon	méditation
APD	meditatif	méditatif
VER	mediter	méditer
NOMcom	megëicerie	mégisserie
NOMcom	megëicier	mégissier
NOMcom	megëiz	mégis
NOMcom	megeresse	mégeresse
VER	megier	méger
NOMcom	megue/mesgue	megue
APD	meillor	meilleur
NOMcom	meillor	meilleur
NOMcom	meillorement	meilleurement
VER	meillorer	méliorer
ADV	mëisme	même
APD	mëisme	même
ADV	mëisme (mëismement)	mêmement
NOMcom	melancolie	mélancolie
VER	melancoliier	mélancolier
APD	melancolïos	mélancolieux
NOMcom	melancolïos	mélancolieux
APD	melancolique	mélancolique
NOMcom	melancolique	mélancolique
NOMcom	melilot	mélilot
NOMcom	melïoracïon	mélioration
NOMcom	melïorissement	méliorissement
NOMcom	melisse	mélisse
NOMcom	melocite	mélocite
NOMcom	melodie	mélodie
VER	melodiier	mélodier
APD	melodïos	mélodieux
ADV	melodïos (melodïosement)	mélodieusement
NOMcom	membrance	membrance
NOMcom	membre	membre
APD	membrer	membré
VER	membrer	membrer
NOMcom	membrëure	membrure
APD	membru	membru
NOMcom	memento	memento
NOMcom	memoire	mémoire
APD	memoratif	mémoratif
APD	memorïal	mémorial
NOMcom	memorïal	mémorial
APD	menable	menable
APD	menaçable	menaçable
NOMcom	menace	menace
NOMcom	menacement	menacement
NOMcom	menacëor	menaceur
VER	menacier	menacer
ADV	menaçosement	menaceusement
NOMcom	menaison	menaison
NOMcom	menchaudee	menchaudée
NOMcom	menchaut	menchaut
NOMcom	mencïon	mention
APD	mençognable	mensongeable
ADV	mençognable (mençognablement)	mensongeablement
NOMcom	mençogne	mensonge
APD	mençognëor	mensongeur
NOMcom	mençognëor	mensongeur
NOMcom	mençognete	mensongette
APD	mençognier	mensonger
NOMcom	mençognier	mensongier
VER	mençognier	mensonger
ADV	mençognier (mençognierement)	mensongèrement
APD	mençognos	mensongeux
APD	mendi	mendique
NOMcom	mendi	mendi
NOMcom	mendïance	mendiance
NOMcom	mendicité	mendicité
NOMcom	mendïement	mendiement
NOMcom	mendier	mendier
VER	mendiier	mendier
APD	mendiier (mendïant)	mendiant
NOMcom	mendiier (mendïant)	mendiant
NOMcom	menee	menée
NOMcom	menëoire	menoire
NOMcom	menëor	meneur
VER	mener	mener
NOMcom	menerresse	meneresse
VER	menestrauder	ménestrauder
NOMcom	menestrauderie	ménestrauderie
NOMcom	menestraudie	ménestraudie
NOMcom	menestraudise	ménestraudise
NOMcom	menestrel	ménestrel
NOMcom	menestrier	ménétrier
NOMcom	menëure	menure
NOMcom	menistere	ministère
NOMcom	menistre	ministre
VER	menistrer	ministresse
APD	menor	moindre
NOMcom	menreté	menreté
NOMcom	menstre	menstre
NOMcom	menstrüe	menstrue
NOMcom	ment	ment
APD	mentable	mentable
NOMcom	mentastre	menthastre
NOMcom	mente	menthe
NOMcom	mentement	mentement
APD	mentëor	menteur
NOMcom	mentëor	menteur
NOMcom	menterie	menterie
APD	menterresse	menteresse
NOMcom	menterresse	menteresse
VER	mentevoir	mentevoir
VER	mentir	mentir
NOMcom	menton	menton
APD	menu	menu
NOMcom	menu	menu
ADV	menüement	menuement
APD	menüet	menuet
APD	menuier	menuyer
NOMcom	menuier	menuyer
NOMcom	menuise	menuise
NOMcom	mëole	moelle
NOMcom	mer	mer
NOMcom	meralleresse	meraleresse
NOMcom	merc	merc
APD	mercenaire	mercenaire
NOMcom	mercenaire	mercenaire
NOMcom	mercenier	mercenier
NOMcom	mercerie	mercerie
NOMcom	mercerot	mercerot
NOMcom	merche	marque
VER	merchier	marquer
NOMcom	merci	merci
NOMcom	mercïement	merciement
NOMcom	mercier	mercier
VER	mercïer	mercier
NOMcom	mercredi	mercredi
NOMcom	mercurïal	mercurial
NOMcom	merdaille	merdaille
NOMcom	merde	merde
NOMcom	merderie	merderie
NOMcom	merdier	merdier
APD	merdos	merdeux
NOMcom	mere	mère
NOMcom	merel	méreau
NOMcom	merele	mérelle
NOMcom	merelier	mérellier
NOMcom	meretriz	mérétrice
APD	meridïen	méridien
NOMcom	meridïen	méridien
APD	meridïonel	méridional
NOMcom	meriiene	mérienne
VER	merir	mérir
NOMcom	merise	merise
NOMcom	merisier	merisier
APD	meritable	méritable
APD	merite	mérite
NOMcom	merite	mérite
APD	meritoire	méritoire
NOMcom	merlaie	merlaie
NOMcom	merle	merle
NOMcom	merlenc	merlan
NOMcom	merlesse	merlesse
NOMcom	merlete	merlette
NOMpro	Merlin	Merlin
NOMcom	merlot	merlot
NOMcom	merluz	merlus
APD	merveillable	merveillable
NOMcom	merveillance	merveillance
NOMcom	merveille	merveille
NOMcom	merveillement	merveillement
NOMcom	merveilleté	merveilleté
APD	merveillier	merveillant
VER	merveillier	merveiller
APD	merveillos	merveilleux
ADV	merveillos (merveillosement)	merveilleusement
NOMcom	mes	mets
VER	mesäaisier	mésaiser
NOMcom	mesacort	mésaccord
VER	mesäesmer	mésesmer
NOMcom	mesaise	mésaise
NOMcom	mesaisier (mesaisié)	mésaisé
VER	mesaler	mesaller
APD	mesaräique	mésaraïque
VER	mesauner	mésauner
APD	mesavenir	mésavenant
VER	mesavenir	mésavenir
NOMcom	mesaventure	mésaventure
APD	mesaventuros	mésaventureux
NOMcom	mesavenue	mésavenue
NOMcom	meschëance	méchance
VER	meschëoir	méchoir
ADV	meschëoir (meschëandement)	méchantement
APD	meschëoir (meschëant)	méchant
VER	meschever	meschever
NOMcom	meschief	méchef
APD	meschin	méchin
NOMcom	meschin	méchin
NOMcom	meschin (meschine)	meschine
NOMcom	meschinete	meschinette
VER	meschoisir	méchoisir
APD	mescointe	mescointe
NOMcom	mesconoissance	méconnaissance
VER	mesconoistre	méconnaître
APD	mesconoistre (mesconoissant)	méconnaissant
VER	mesconseillier	méconseiller
NOMcom	mesconte	mécompte
VER	mescontenter	mécontenter
VER	mesconter	mesconter
NOMcom	mesconterresse	mescompteresse
VER	mescopé	mécouper
APD	mescrëable	mécréable
NOMcom	mescrëableté	mécréableté
NOMcom	mescrëance	mécréance
NOMcom	mescrëandise	mécréandise
NOMcom	mescroi	mescroi
APD	mescroire	mécru
VER	mescroire	mécroire
APD	mescroire (mescrëant)	mécru
NOMcom	mescroire (mescrëant)	mécréant
VER	mesdire	médire
APD	mesdire (mesdisant)	médisant
NOMcom	mesdire (mesdisant)	médisant
NOMcom	mesdit	médit
APD	mesel	mésel
NOMcom	mesel	mésel
APD	meseler	méselé
VER	meseler	méseler
NOMcom	meselerie	mésellerie
NOMcom	mesenge	mésange
NOMcom	mesengiere	mésangier
VER	mesentendre	mésentendre
NOMcom	meserree	méserrée
VER	meserrer	méserrer
NOMcom	mesestance	mésestance
NOMcom	mesëur	mesheur
APD	mesëuros	mesheureux
NOMcom	mesfaçon	méfaçon
VER	mesfaire	méfaire
NOMcom	mesfaisance	méfaisance
NOMcom	mesfaisor	méfaiseur
NOMcom	mesfait	méfait
NOMcom	mesfaitor	méfaiteur
NOMcom	mesfaiture	méfaiture
VER	mesfalir	méfaillir
NOMcom	mesgarde	mégarde
NOMcom	mesjet	mesjet
VER	mesjeter	mésjeter
VER	mesjugier	méjuger
NOMcom	mesle	mesle
NOMcom	meslee	mêlée
APD	meslëiz	meslis
NOMcom	meslement	mêlement
ADV	meslemesle (peslemesle)	pêle-mêle
NOMcom	meslëor	mêleur
VER	mesler	mêler
APD	mesler (mesl‚)	mêlé
NOMcom	mesler (mesl‚)	mêlé
ADV	mesler (mesleement)	mêlément
NOMcom	meslëure	mêlure
NOMcom	meslier	meslier
APD	meslif	mêlif
VER	mesmarchier	mémarcher
NOMcom	mesmarïage	mémarige
VER	mesmarïer	mémarier
VER	mesmener	mémener
NOMcom	mesmontance	mémontance
VER	mesnomer	ménommer
VER	mesofrir	mésoffrir
VER	mespaiier	mépayer
VER	mesparler	méparler
VER	mespartir	mépartir
VER	mespasser	mépasser
VER	mespenser	mépenser
VER	mesplaidier	méplaider
VER	mesplaire	méplaire
APD	mespoint	mépoint
VER	mesporter	méporter
VER	mesprendre	méprendre
NOMcom	mesprenëure	méprenure
NOMcom	mesprenture	méprenture
NOMcom	mespresure	méprisure
NOMcom	mespris	mépris
ADV	mesprisablement	méprisablement
NOMcom	mesprisance	méprisance
NOMcom	mesprise	méprise
NOMcom	mesprisement	méprisement
VER	mesprisier	mépriser
NOMcom	mesprison	méprison
APD	mesquarré	mescarré
NOMcom	mesquite	mesquite
NOMcom	message	message
NOMcom	messagerie	messagerie
NOMcom	messagier	messager
NOMcom	messagiere	messagère
APD	messavoir (messachant)	messachant
NOMcom	messe	messe
NOMcom	messel	missel
VER	messëoir	messeoir
ADV	messëoir (messëamment)	messéamment
APD	messëoir (messëant)	messéant
NOMcom	messëoir (messëant)	messéant
NOMcom	messerie	messerie
VER	messervir	messervir
NOMcom	messie	messie
NOMcom	messier	messier
VER	messiier	messier
APD	mest	meste
VER	mestaillier	métailler
NOMcom	mesteillon	méteillon
VER	mesteindre	méteindre
NOMcom	mestier	métier
NOMcom	mestive	métive
VER	mestiver	métiver
NOMcom	mestivier	métivier
APD	mestiz	métis
NOMcom	mestiz	métis
VER	mestorner	métourner
VER	mestraire	métraire
NOMcom	mestrait	métrait
VER	mestraitier	métraiter
NOMcom	mestueil	méteil
NOMcom	mesture	mixture
NOMcom	mesture/misture	mixture
APD	mesurable	mesurable
NOMcom	mesurableté	mesurableté
NOMcom	mesurage	mesurage
NOMcom	mesurance	mesurance
NOMcom	mesure	mesure
NOMcom	mesuree	mesurée
NOMcom	mesurëor	mesureur
VER	mesurer	mesurer
ADV	mesurer (mesureement)	mesurément
NOMcom	mesus	mésus
NOMcom	mesusage	mésusage
VER	mesuser	mésuser
VER	mesvendre	mévendre
VER	mesvenir	mévenir
VER	mesvoloir	mévouloir
APD	metable	mettable
NOMcom	metafisique	métaphysique
NOMcom	metafore	métaphore
NOMcom	metal	métal
APD	metalin	métallin
NOMcom	metator	métateur
NOMcom	mete	mette
NOMcom	metre	mètre
VER	metre	mettre
NOMcom	metridaton	metridatum
VER	metrifiier	métrifier
APD	metropolitain	métropolitain
NOMcom	metropolitain	métropolitain
APD	metropolitique	métropolitique
APD	mëur	mûr
ADV	mëur (mëurement)	mûrement
VER	mëurer	mûrer
APD	meurginé	meurginé
VER	mëurir	mûrir
NOMcom	mëurison	murison
NOMcom	mëurté	mûrté
NOMcom	mi	mi
NOMcom	miäost	mi-août
NOMcom	miautriz	mauteris
NOMcom	micanon	micanon
NOMcom	micaresme	mi-carême
NOMcom	miche	miche
NOMcom	microcosme	microcosme
NOMcom	midi	midi
ADV	mie	mie
APD	mie	mie
NOMcom	mie	mie
NOMcom	miel	miel
APD	mielé	miellé
APD	mielos	mielleux
APD	mien	mien
NOMcom	mïenuit	minuit
APD	mier	mier
NOMcom	miès	miès
NOMcom	miessee	miessée
NOMcom	mïesté	mi-été
NOMcom	mïete	miette
ADV	mieus	mieux
APD	mievre	mièvre
VER	mignier	migner
APD	mignol	mignol
APD	mignon	mignon
NOMcom	mignon	mignon
VER	mignoner	mignonner
NOMcom	mignopet	mignopet
APD	mignot	mignot
NOMcom	mignot	mignot
ADV	mignot (mignotement)	mignotement
NOMcom	mignot (mignotement)	mignotelle
NOMcom	mignotie	mignotie
NOMcom	mignotise	mignotise
NOMcom	migraigne	migraine
NOMcom	mijor	mi-jour
APD	mil	mille
NOMcom	mil	mil
NOMcom	milfueil	mille-feuille
NOMcom	milïaire	milliaire
NOMcom	milier	millier
APD	miliesme	millième
NOMcom	milieu	milieu
NOMcom	milïon	million
NOMcom	millet	millet
NOMcom	milsoudier	milsoudier
APD	milsoudor	milsoudor
NOMcom	milsoudor	milsoudor
NOMcom	mimai	mi-mai
NOMcom	mimarz	mi-mars
NOMcom	minage	minage
NOMcom	minagier	minagier
APD	mince	mince
NOMcom	mince	mince
APD	mincëoir	minçoir
NOMcom	mincëoir	minçoir
VER	mincier	mincer
NOMcom	mine	mine
NOMcom	minee	minée
NOMcom	minel	miniel
NOMcom	minëor	mineur
APD	miner	miner
VER	miner	miner
APD	mineral	minéral
NOMcom	minete	minette
NOMcom	minetier	minetier
NOMcom	miniere	minière
APD	minime	minime
NOMcom	minime	minime
APD	ministrable	ministrable
NOMcom	ministracïon	ministration
NOMcom	ministrance	ministrance
NOMcom	minon	minon
VER	minorer	minorer
APD	minorete	minorette
NOMcom	minorete	minorette
NOMcom	minot	minot
NOMcom	minotel	minoteau
VER	minüer	minuer
NOMcom	minute	minute
APD	mipartir	mi-parti
VER	mipartir	mi-partir
NOMcom	mipié	mi-pied
APD	mirable	mirable
ADV	mirable (mirablement)	mirablement
NOMcom	mirabolan	mirabolan
NOMcom	miracle	miracle
APD	miraculos	miraculeux
NOMcom	mirail	mirail
NOMcom	miraillier	mirelier
NOMcom	mire	mire
NOMcom	mirement	mirement
NOMcom	mirëor	mireur
VER	mirer	mirer
NOMcom	miresse	miresse
NOMcom	miroirier	miroirier
NOMcom	mirre	myrrhe
NOMcom	mirtille	myrtille
NOMcom	mise	mise
NOMcom	misëor	miseur
APD	miserable	misérable
NOMcom	misere	misère
NOMcom	miserere	miserele
NOMcom	misericorde	miséricorde
APD	misericordïable	miséricordable
APD	misericordïos	miséricordieux
ADV	misericordïos (misericordïosement)	miséricordieusement
APD	misericort	miséricort
ADV	misericort (misericordement)	miséricordement
NOMcom	missïon	mission
APD	miste	mixte
NOMcom	mistere	mystère
APD	misterïal	mystériel
NOMcom	mistïon	mixtion
APD	mistique	mystique
NOMcom	mistique	mystique
NOMcom	mitaille	mitaille
NOMcom	mitaine	mitaine
NOMcom	mitant	mitan
NOMcom	mite	mite
NOMcom	mitemöe	mitemoue
APD	miterrain	miterraine
APD	mitigatif	mitigatif
VER	mitiger	mitiger
NOMcom	mitre	mitre
VER	mitré	mitrer
APD	mivoie	mi
NOMcom	mivoie	mi
NOMcom	mobilité	mobilité
VER	mochier	moucher
NOMcom	mocïon	motion
NOMcom	mode	mode
NOMcom	moderacïon	modération
NOMcom	moderance	modérance
NOMcom	moderement	modèrement
APD	moderëor	modéreur
NOMcom	moderëor	modéreur
VER	moderer	modérer
VER	modifïer	modifier
NOMcom	möe	moue
NOMcom	moelequin	molequin
NOMcom	moelequinier	molequinier
NOMcom	möete	mouette
NOMcom	mofle	moufle
NOMcom	moflet	mouflet
PRO	moi	moi
PRO	moi (me)	me
NOMcom	moie	muie
NOMcom	moienel	moienel
